date,pollster,publisher,sample,Likud,Together,RZP,Zehut,Otzma,Shas,UTJ,Yisrael Beiteinu,Ra'am,Joint List,Dems,Yashar,Amcha Yisrael,Zionist Home,Hadash -Ta'al,Balad,Blue & White,Yesh Atid,Bennett 2026,Likud B,Reserv.,National Unity,Meretz,Gallant,New Hope,Bennett,Cohen,Hendel & Bennett,Levin,Protest Party,Right-wing liberal party,Labor,Netanyahu,Barkat,Eisenkot,Neither,Undecided
2026-07-12,Kantar,Kan 11,551.0,23.0,15.0,5.0,,8.0,8.0,8.0,10.0,5.0,,9.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,Midgam R&C,HaHadashot 12,509.0,22.0,16.0,5.0,,8.0,8.0,8.0,10.0,5.0,,10.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-15,MP+TM+SN+A,Channel 13,,22.0,15.0,6.0,,7.0,7.0,8.0,10.0,4.0,,11.0,21.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-16,SF+ND,Channel 14,,32.0,8.0,6.0,,7.0,10.0,8.0,7.0,5.0,,11.0,21.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-17,Lazar,Maariv,500.0,22.0,16.0,4.0,,7.0,7.0,8.0,9.0,5.0,,11.0,22.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-19,Kantar,Kan 11,551.0,21.0,15.0,4.0,,10.0,8.0,8.0,9.0,5.0,,9.0,22.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-20,Midgam R&C,HaHadashot 12,507.0,23.0,15.0,4.0,,8.0,8.0,8.0,9.0,5.0,,11.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-21,MP+TM+SN+A,Channel 13,988.0,21.0,14.0,5.0,,7.0,8.0,8.0,10.0,5.0,,11.0,21.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,LRI+P4A,Maariv,500.0,20.0,17.0,5.0,,8.0,8.0,8.0,10.0,5.0,,11.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,Kantar,Israel Hayom,,23.0,14.0,5.0,,9.0,8.0,8.0,9.0,5.0,,10.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-26,SF+ND,Channel 14,878.0,32.0,7.0,6.0,,8.0,10.0,7.0,6.0,5.0,,12.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-26,Kantar,Kan 11,551.0,22.0,14.0,5.0,,9.0,8.0,8.0,9.0,5.0,,10.0,21.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-27,Midgam R&C,HaHadashot 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,38.0,24.0,24.0
2026-07-27,Direct Polls,i24 News,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,47.0,,,16.0,16.0
2026-07-29,MP+TM+SN+A,Channel 13,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,40.0,,,15.0,15.0
2026-07-29,SF+ND,Channel 14,539.0,32.0,7.0,5.0,,7.0,10.0,8.0,8.0,5.0,,10.0,22.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-07-30,LRI+P4A,Maariv,501.0,22.0,15.0,5.0,,7.0,7.0,8.0,10.0,5.0,,9.0,23.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-02,Kantar,Kan 11,551.0,23.0,13.0,4.0,,9.0,8.0,8.0,9.0,5.0,,8.0,23.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-03,Midgam R&C,HaHadashot 12,503.0,23.0,14.0,5.0,,7.0,7.0,8.0,9.0,5.0,,10.0,23.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-04,Maagar Mochot,Channel 16,,21.0,14.0,4.0,,9.0,9.0,8.0,9.0,4.0,,11.0,22.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-04,SF+ND,Channel 14,588.0,31.0,8.0,6.0,,6.0,11.0,8.0,8.0,5.0,,10.0,22.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-05,MP+TM+SN+A,Channel 13,961.0,22.0,13.0,5.0,,9.0,7.0,8.0,11.0,5.0,,11.0,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-06,Kantar,Israel Hayom,552.0,23.0,13.0,4.0,,9.0,7.0,8.0,9.0,6.0,,10.0,23.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-06,LRI+P4A,Maariv,502.0,22.0,15.0,4.0,,8.0,7.0,8.0,10.0,5.0,,9.0,23.0,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-09,Kantar,Kan 11,551.0,24.0,13.0,5.0,,8.0,8.0,8.0,10.0,6.0,,10.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-09,SF+ND,Channel 14,741.0,33.0,7.0,6.0,,6.0,10.0,7.0,8.0,5.0,,10.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,Midgam R&C,HaHadashot 12,502.0,22.0,15.0,5.0,,8.0,7.0,8.0,10.0,5.0,,11.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,Maagar Mochot,Channel 16,,22.0,16.0,4.0,,9.0,10.0,7.0,9.0,4.0,,12.0,22.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-12,MP+TM+SN+A,Channel 13,1240.0,21.0,12.0,5.0,,8.0,7.0,8.0,10.0,5.0,,11.0,23.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-13,Direct Polls,i24 News,512.0,30.0,8.0,5.0,,7.0,8.0,9.0,9.0,5.0,,10.0,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-13,LRI+P4A,Maariv,506.0,21.0,14.0,4.0,,8.0,7.0,8.0,10.0,5.0,,10.0,23.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-16,Kantar,Kan 11,1103.0,23.0,14.0,4.0,,10.0,7.0,8.0,10.0,5.0,,10.0,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,Midgam R&C,HaHadashot 12,501.0,24.0,16.0,,,8.0,7.0,8.0,10.0,5.0,,11.0,26.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-18,Direct Polls,i24 News,522.0,31.0,9.0,5.0,,6.0,8.0,8.0,8.0,5.0,,11.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-18,SF+ND,Channel 14,636.0,32.0,6.0,6.0,,8.0,10.0,7.0,7.0,6.0,,9.0,24.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-19,Maagar Mochot,Channel 16,551.0,22.0,16.0,4.0,,9.0,9.0,7.0,9.0,4.0,,10.0,25.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-19,Kantar,Kan 11,558.0,23.0,14.0,5.0,,9.0,7.0,8.0,9.0,5.0,,10.0,24.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-19,Midgam Project,Channel 13,1247.0,23.0,13.0,5.0,,8.0,7.0,8.0,9.0,5.0,,11.0,26.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-20,LRI+P4A,Maariv,501.0,20.0,14.0,5.0,,9.0,7.0,8.0,10.0,5.0,,10.0,26.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
2026-08-23,Kantar,Kan 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,41.0,24.0,24.0
2026-08-24,SF+ND,Channel 14,486.0,32.0,7.0,5.0,,8.0,10.0,8.0,7.0,5.0,,9.0,24.0,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
2026-08-26,LRI+P4A,Walla,500.0,21.0,15.0,,,8.0,7.0,7.0,9.0,5.0,7.0,10.0,25.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-26,Direct Polls,i24 News,532.0,26.0,8.0,4.0,,6.0,8.0,7.0,8.0,6.0,6.0,10.0,23.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-26,MP+TM+SN+A,Channel 13,1407.0,19.0,13.0,5.0,,8.0,8.0,8.0,9.0,5.0,10.0,11.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-26,Maagar Mochot,Channel 16,552.0,21.0,16.0,,,9.0,9.0,7.0,8.0,4.0,7.0,11.0,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-27,SF+ND,Channel 14,981.0,31.0,7.0,4.0,,7.0,10.0,7.0,6.0,5.0,7.0,9.0,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-27,Yossi Tatika,Zman Yisrael,500.0,22.0,14.0,,,6.0,9.0,8.0,10.0,5.0,6.0,8.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-27,LRI+P4A,Maariv,506.0,20.0,15.0,,,8.0,7.0,8.0,9.0,5.0,8.0,10.0,25.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,Kantar,Kan 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,40.0,23.0,23.0
2026-08-30,SF+ND,Channel 14,666.0,31.0,6.0,4.0,,7.0,10.0,7.0,7.0,5.0,7.0,8.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-31,Midgam R&C,HaHadashot 12,506.0,23.0,15.0,,,8.0,7.0,8.0,9.0,4.0,7.0,11.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02,LRI+P4A,Walla,500.0,22.0,15.0,5.0,5.0,7.0,7.0,8.0,9.0,5.0,8.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-02,Maagar Mochot,Channel 16,552.0,19.0,18.0,5.0,5.0,9.0,9.0,7.0,7.0,4.0,7.0,10.0,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03,Yossi Tatika,Zman Yisrael,500.0,22.0,15.0,5.0,5.0,6.0,9.0,8.0,10.0,5.0,6.0,8.0,22.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,LRI+P4A,Maariv,600.0,20.0,15.0,5.0,5.0,8.0,7.0,7.0,9.0,5.0,7.0,10.0,23.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,Kantar,Kan 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,39.0,25.0,25.0
