date,pollster,publisher,sample,Likud,Yesh Atid,National Unity,Shas,Labor,UTJ,Yisrael Beiteinu,RZP- OY,Hadash -Ta'al,Meretz,Ra'am,Jewish Home,Balad,Joint List,Religious Zionist,Otzma Yehudit,NUP/B&W- NH,Zionist Spirit/Yamina,Blue & White,New Hope,Yamina,Labor- Meretz,Chikli,Barkat,Katz,Edelstein,Regev,Erdan,Netanyahu,Lapid,Bennett,Gantz,Sa'ar,None,Undecided
2022-10-26,Maagar Mochot,Israel Hayom,,30.0,25.0,11.0,9.0,6.0,7.0,5.0,15.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,Kantar,Kan 11,,31.0,24.0,11.0,8.0,6.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,Direct Polls,Channel 14,,34.0,23.0,13.0,9.0,4.0,7.0,6.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,Smith,Galei Israel,,31.0,25.0,11.0,9.0,5.0,7.0,6.0,14.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,Panels Politics,Maariv,,31.0,25.0,12.0,9.0,4.0,6.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28,Midgam,HaHadashot 12,,31.0,25.0,11.0,8.0,5.0,7.0,6.0,14.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28,Camil Fuchs,Channel 13,,30.0,27.0,10.0,8.0,6.0,7.0,5.0,15.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Direct Polls,Channel 14,,31.0,23.0,11.0,10.0,6.0,8.0,6.0,12.0,4.0,5.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Camil Fuchs,Channel 13,,31.0,24.0,12.0,10.0,5.0,7.0,4.0,14.0,4.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Midgam,Channel 12,,30.0,24.0,11.0,10.0,6.0,7.0,4.0,14.0,4.0,5.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Kantar,Kan 11,,30.0,22.0,13.0,10.0,5.0,7.0,5.0,15.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
